"id_order","sku"
305542,"APP0692"
305556,"WDT0310"
305556,"FCM0010"
305556,"FCM0005"
301584,"APP0404"
301584,"KAN0046"
305581,"APP0692"
305581,"APP0657"
305581,"KAN0046"
305592,"NTE0063"
305592,"NTE0062"
305602,"APP0660"
305602,"APP1184"
305616,"SEV0020"
305620,"DRO0018"
305616,"PAC1551"
304924,"PAC1525"
304924,"PAC1394"
305642,"SEA0097"
305642,"CRU0016"
304924,"ELG0034"
305644,"PAC1525"
304924,"OSM0004"
305644,"ELG0042"
304924,"ELG0042"
305654,"PAC1493"
305654,"IFX0044"
305687,"SAM0067"
305687,"OWC0094"
305691,"LAC0204"
305687,"NTE0007"
301097,"WAC0148"
305691,"APP0692"
301097,"APP1744"
305695,"CRU0026-2"
305701,"BEL0264"
305701,"XDO0012"
305722,"APP0659"
305695,"CRU0046"
305695,"OWC0001"
305734,"KIN0124-2"
305736,"DRO0018"
305755,"PAC0647"
305755,"KIN0149"
305762,"PAC0707"
305762,"IFX0010"
305768,"PAC0773"
305775,"APP1483"
305775,"TWS0097"
274550,"MOS0059"
305734,"LAC0192"
305736,"APP0692"
300176,"TWS0098"
305808,"KIN0124-2"
305808,"LAC0192"
305815,"OTT0127"
301587,"MOX0008"
305824,"TRA0004"
305824,"THU0035"
305824,"MAC0116"
305824,"APP0692"
304924,"MUV0162"
301587,"WOE0001"
305824,"SAT0003"
305824,"SAT0034"
303851,"PAC1391"
284739,"OWC0184"
284739,"APP1565"
305852,"KIN0144"
284739,"LAC0176"
305852,"LEX0026"
305857,"APP1742"
305861,"EIZ0011"
305857,"APP0908"
305861,"PAC0617"
300176,"APP1186"
302641,"ZAG0022"
300176,"GRT0451"
305815,"IFX0016"
305873,"PAC0513"
300176,"KAN0051"
305873,"KIN0144"
305878,"NTE0039"
305883,"MOS0133"
305887,"TWS0098"
305878,"KAN0011"
305891,"WDT0314"
305891,"LAC0184"
305891,"OWC0037-2"
305883,"APP0921"
305903,"SEA0038"
305906,"UAG0039"
305918,"APP1685"
305918,"APP1683"
305936,"SAM0109"
305936,"NTE0056"
305973,"LGE0038"
305973,"APP1913"
305903,"KIN0144"
305973,"TPL0032"
305768,"OWC0086-4"
305906,"KEU0001"
306002,"APP0692"
306002,"APP0691"
306002,"APP0979"
306019,"WOE0001"
306019,"BEL0287"
305768,"OWC0018"
306025,"APP1459"
306025,"BNQ0043"
306037,"TWS0043"
306037,"KAN0012"
306037,"SAT0009"
306053,"APP0921"
306054,"APP0692"
306054,"APP0691"
306055,"APP0921"
306055,"SAT0027"
306055,"APP0692"
306063,"IOT0001"
306063,"BEL0190"
305620,"WDT0309"
305620,"SAT0004"
305620,"KEN0232"
305887,"NOM0010"
306117,"WAC0145"
306117,"WAC0143"
306122,"BEL0227"
306122,"ICA0062"
306122,"SPE0137"
306135,"APP1485"
306142,"PHI0066"
306142,"PHI0063"
306142,"PHI0071"
306135,"ADN0018"
306152,"BEL0194"
303198,"BEL0264"
303198,"APP1136"
306183,"BEL0240"
306183,"BEL0241"
306223,"PAC0765"
306223,"FCM0016-2"
306245,"NEA0001"
306245,"TRK0003"
306272,"LEX0033"
306272,"LEX0009"
306296,"THU0032"
306296,"APP1913"
306303,"OTT0114"
306303,"MOX0013"
306334,"BEL0200"
306334,"GRT0420"
306359,"KAN0011"
306359,"IOT0016"
306386,"GRT0419"
306387,"MOS0197"
306387,"BEL0283"
306386,"APP1679"
306402,"SEA0100"
306402,"IFX0045"
306419,"APP1459"
306421,"SAN0126"
306423,"LAC0176"
306423,"APP1038"
306423,"APP1565"
306423,"BEL0219"
306419,"RAI0015"
306421,"KEN0206"
306419,"BEL0209"
306434,"APP0979"
306434,"APP0692"
306436,"LGE0031"
306440,"NDE0009"
306419,"BEL0207"
306436,"NTE0026"
306440,"MUV0170"
304871,"HIC0010"
306456,"LIF0070"
306456,"LIF0075"
306458,"SEA0083"
306459,"BNQ0047"
306460,"WOE0001"
306053,"MAC0116"
306459,"TPL0031"
306458,"PAR0065"
306490,"SNN0031"
306460,"MOS0126"
306501,"APP0921"
306541,"SAM0068"
306541,"CRU0026-2"
306543,"SAT0003"
306543,"NTE0076"
306490,"OWC0206"
306557,"BNQ0037"
306559,"APP1208"
306559,"LOG0218"
306593,"TWS0043"
306593,"TPL0032"
306553,"IFX0049"
306553,"IFX0036"
306593,"APP1495"
306593,"APP1215"
306622,"IHE0019"
306622,"MOS0125"
304781,"APP1182"
306655,"OTT0136"
306655,"APP0921"
306655,"SAN0126"
306655,"BEL0277"
306677,"PAC1391"
306677,"SEV0035"
306685,"OTT0158"
306677,"SAN0130"
306685,"BEL0283"
306692,"APP1608"
306697,"WDT0368"
306697,"APP0921"
306710,"PAC0922"
306735,"APP1182"
306738,"SAN0157"
306710,"APP0656"
306738,"KIN0131"
306743,"CEL0031"
306735,"APP1654"
306752,"APP0692"
306753,"HGS0002"
306753,"FCM0003-2"
306752,"APP0921"
306766,"LOG0155"
306766,"APP1744"
306820,"SAN0084"
306820,"STA0054"
306840,"APP0893"
306840,"NTE0025"
306840,"TRA0028"
303376,"SPE0159"
306884,"APP0692"
306884,"APP0691"
306152,"SAN0092"
306907,"PAR0067"
306907,"SAT0010"
306884,"APP0921"
306907,"CEL0023"
307007,"APP0921"
307007,"APP0692"
307012,"APP1509"
307012,"APP1188"
307012,"GRT0394"
307015,"OWC0054-3"
307015,"CRU0047"
307039,"OWC0007"
307039,"KIN0153-2"
307043,"GRT0435"
307043,"MOP0066"
307032,"SYN0133"
307032,"WDT0135"
307050,"LOG0169"
307050,"BEA0055"
306926,"CEL0031"
307073,"APP1847"
307074,"PAC1527"
307072,"APP1039"
307076,"WDT0368"
307076,"WDT0303"
303922,"IFX0002"
307094,"APP1041"
307094,"APP1914"
307073,"BEZ0181"
307107,"CRU0046"
307112,"APP0893"
307112,"SAM0110"
307112,"NTE0087"
307118,"PHI0057"
307121,"NTE0007"
307117,"APP1523"
307117,"OTT0139"
307128,"PHI0057"
307121,"SAN0064"
307128,"NEA0003"
307137,"PAC1392"
307137,"BEL0208"
